Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Identifying similar test cases that are specified in natural language,"- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses generic text embeddings and clustering to find redundant natural‑language test cases; lacks code‑oriented models, density/hierarchical clustering, and syntactic baseline comparisons, but evaluates on real test data and includes embedding/clustering ablations.",https://scispace.com/paper/identifying-similar-test-cases-that-are-specified-in-natural-1s5y2p4uuy,2021,Posted Content,arXiv: Software Engineering,"Markos Viggiato
Dale Paas
Chris Buzon
Cor-Paul Bezemer","",https://arxiv.org/pdf/2110.07733,"Software testing is still a manual process in many industries, despite the recent improvements in automated testing techniques. As a result, test cases are often specified in natural language by different employees and many redundant test cases might exist in the test suite. This increases the (already high) cost of test execution. Manually identifying similar test cases is a time-consuming and error-prone task. Therefore, in this paper, we propose an unsupervised approach to identify similar test cases. Our approach uses a combination of text embedding, text similarity and clustering techniques to identify similar test cases. We evaluate five different text embedding techniques, two text similarity metrics, and two clustering techniques to cluster similar test steps and four techniques to identify similar test cases from the test step clusters. Through an evaluation in an industrial setting, we showed that our approach achieves a high performance to cluster test steps (an F-score of 87.39%) and identify similar test cases (an F-score of 83.47%). Furthermore, a validation with developers indicates several different practical usages of our approach (such as identifying redundant and legacy test cases), which help to reduce the testing manual effort and time."
HELoC: Hierarchical Contrastive Learning of Source Code Representation,"- **Relevance Score:** 5/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on hierarchical contrastive learning of ASTs with a GNN, not on transformer embeddings or clustering for test‑case deduplication, so core criteria are unmet.",https://scispace.com/paper/heloc-hierarchical-contrastive-learning-of-source-code-3v261h34,2022,Proceedings Article,IEEE International Conference on Program Comprehension,"Xiao Wang
Qiong Wu
Hongyu Zhang
Chen Lyu
Xue Jiang
Zhuoran Zheng
Lei Lyu
Songlin Hu",10.1145/3524610.3527896,"","Abstract syntax trees (ASTs) play a crucial role in source code representation. However, due to the large number of nodes in an AST and the typically deep AST hierarchy, it is challenging to learn the hierarchical structure of an AST effectively. In this paper, we propose HELoC, a hierarchical contrastive learning model for source code representation. To effectively learn the AST hierarchy, we use contrastive learning to allow the network to predict the AST node level and learn the hierarchical relationships between nodes in a self-supervised manner, which makes the representation vectors of nodes with greater differences in AST levels farther apart in the embedding space. By using such vectors, the structural similarities between code snippets can be measured more precisely. In the learning process, a novel GNN (called Residual Self-attention Graph Neural Network, RSGNN) is designed, which enables HELoC to focus on embedding the local structure of an AST while capturing its overall structure. HELoC is self-supervised and can be applied to many source code related downstream tasks such as code classification, code clone detection, and code clustering after pre-training. Our extensive experiments demonstrate that HELoC outperforms the state-of-the-art source code representation models."
GraphCode2Vec: Generic Code Embedding via Lexical and Program Dependence Analyses.,"- **Relevance Score:** 5/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses GraphCode2Vec to embed code for multiple SE tasks, evaluates on real code datasets, includes probing/ablation of embedding features, but lacks clustering, transformer models, or deduplication focus.",https://scispace.com/paper/graphcode2vec-generic-code-embedding-via-lexical-and-program-40s68gr5o7,2021,Posted Content,arXiv: Software Engineering,"Wei Ma
Mengjie Zhao
Ezekiel O. Soremekun
Qiang Hu
Jie Zhang
Mike Papadakis
Maxime Cordy
Xiaofei Xie
Yves Le Traon","",http://arxiv.org/pdf/2112.01218.pdf,"Code embedding is a keystone in the application of machine learning on several Software Engineering (SE) tasks, e.g., method name prediction and code clone detection. To be effective, the embedding needs to capture program semantics in a way that is effective and generic, in a sense being able to effectively support a plethora of SE tasks. To this end, we propose an approach (called GraphCode2Vec) thatcaptures program semantics through lexical and program dependence features via an effective combination of code analysis and Graph Neural Networks. GraphCode2Vec is generic, i.e., it allows pre-training, and it is effectively applicable to several SE downstream tasks. We evaluate the effectiveness of GraphCode2Vec on three (3) tasks (method name prediction, solution classification and code clone detection), and compare it with four (4) similarly generic code embedding baselines (Code2Seq, Code2Vec, CodeBERT, GraphCodeBERT) and seven (7) task-specific, learning-based methods. In particular, GraphCode2Vec is more effective than both generic and task-specific learning-based baselines for all three tasks, with the exception of one task where it is slightly less effective than GraphCodeBERT. We also demonstrate through a purposely designed probing and ablation study that GraphCode2Vec effectively learns lexical and program dependence features and that pre-training improves its effectiveness."
HELoC: Hierarchical Contrastive Learning of Source Code Representation,"- **Relevance Score:** 5/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AST‑based contrastive GNN representation, no transformer embeddings or clustering for deduplication; only general SE dataset evaluation and limited ablations.",https://scispace.com/paper/heloc-hierarchical-contrastive-learning-of-source-code-c7tahj9l,2022,Posted Content,"","",10.48550/arxiv.2203.14285,https://scispace.com/pdf/heloc-hierarchical-contrastive-learning-of-source-code-c7tahj9l.pdf,"Abstract syntax trees (ASTs) play a crucial role in source code representation. However, due to the large number of nodes in an AST and the typically deep AST hierarchy, it is challenging to learn the hierarchical structure of an AST effectively. In this paper, we propose HELoC, a hierarchical contrastive learning model for source code representation. To effectively learn the AST hierarchy, we use contrastive learning to allow the network to predict the AST node level and learn the hierarchical relationships between nodes in a self-supervised manner, which makes the representation vectors of nodes with greater differences in AST levels farther apart in the embedding space. By using such vectors, the structural similarities between code snippets can be measured more precisely. In the learning process, a novel GNN (called Residual Self-attention Graph Neural Network, RSGNN) is designed, which enables HELoC to focus on embedding the local structure of an AST while capturing its overall structure. HELoC is self-supervised and can be applied to many source code related downstream tasks such as code classification, code clone detection, and code clustering after pre-training. Our extensive experiments demonstrate that HELoC outperforms the state-of-the-art source code representation models. "
Source code level word embeddings in aiding semantic test-to-code traceability,"- **Relevance Score:** 3/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses generic word embeddings for test‑to‑code traceability; no transformer models, clustering, or deduplication, but evaluates on four open‑source projects.",https://scispace.com/paper/source-code-level-word-embeddings-in-aiding-semantic-test-to-1o09ruzxnv,2019,Proceedings Article,"","Viktor Csuvik
András Kicsi
László Vidács",10.1109/SST.2019.00016,https://publicatio.bibl.u-szeged.hu/17451/1/Csuvik-SST19-Traceability-CR.pdf,"Proper recovery of test-to-code traceability links from source code could considerably aid software maintenance. Scientific research has already shown that this can be achieved to an extent with a range of techniques relying on various information sources. This includes information retrieval which considers the natural language aspects of the source code. Latent Semantic Indexing (LSI) is widely looked upon as the mainstream technique of this approach. Techniques utilizing word embedding information however also use similar data and nowadays enjoy immense popularity in several fields of study. In this work, we present our evaluation of both LSI and word embeddings in aiding class level test-to-code traceability of 4 open source software systems, the assessment relying on naming convention information."
Semantic similarity-based clustering of findings from security testing tools,"- **Relevance Score:** 3/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Evaluates on a real security‑testing corpus, showing practical SE relevance; otherwise lacks code embeddings, density/hierarchical clustering, and runtime or ablation analyses.",https://scispace.com/paper/semantic-similarity-based-clustering-of-findings-from-1xklp5re,2022,Proceedings Article,International Conference on Natural Language and Speech Processing,"Phillip Schneider
Markus Voggenreiter
Abdullah Gulraiz
Florian Matthes",10.48550/arXiv.2211.11057,https://arxiv.org/pdf/2211.11057,"Over the last years, software development in domains with high security demands transitioned from traditional methodologies to uniting modern approaches from software development and operations (DevOps). Key principles of DevOps gained more importance and are now applied to security aspects of software development, resulting in the automation of security-enhancing activities. In particular, it is common practice to use automated security testing tools that generate reports after inspecting a software artifact from multiple perspectives. However, this raises the challenge of generating duplicate security findings. To identify these duplicate findings manually, a security expert has to invest resources like time, effort, and knowledge. A partial automation of this process could reduce the analysis effort, encourage DevOps principles, and diminish the chance of human error. In this study, we investigated the potential of applying Natural Language Processing for clustering semantically similar security findings to support the identification of problem-specific duplicate findings. Towards this goal, we developed a web application for annotating and assessing security testing tool reports and published a human-annotated corpus of clustered security findings. In addition, we performed a comparison of different semantic similarity techniques for automatically grouping security findings. Finally, we assess the resulting clusters using both quantitative and qualitative evaluation methods."
Semantic Indexing of a Corpus,"- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on semantic indexing of text documents with synonymy and parallel processing; lacks code embeddings, clustering, and software‑engineering evaluation.",https://scispace.com/paper/semantic-indexing-of-a-corpus-4rkzl6zi1r,2018,Journal Article,International Journal of Grid and Distributed Computing,"Madani Youness
Erritali Mohammed
Bengourram Jamaa",10.14257/IJGDC.2018.11.7.07,https://scispace.com/pdf/semantic-indexing-of-a-corpus-4rkzl6zi1r.pdf,""
"AbstractTrace: The Use of Execution Traces to Cluster, Classify, Prioritize, and Optimize a Bloated Test Suite","- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses execution‑trace strings for clustering, not transformer embeddings; no density/hierarchical clustering; lacks baseline comparison; includes two case studies on test suites, offering limited real‑world dataset evaluation.",https://scispace.com/paper/abstracttrace-the-use-of-execution-traces-to-cluster-4unqmd5a98ew,2024,Journal Article,Applied Sciences,"Ziad A. Al-Sharif
Clinton Jeffery",10.3390/app142311168,"","Due to the incremental and iterative nature of the software testing process, a test suite may become bloated with redundant, overlapping, and similar test cases. This paper aims to optimize a bloated test suite by employing an execution trace that encodes runtime events into a sequence of characters forming a string. A dataset of strings, each of which represents the code coverage and execution behavior of a test case, is analyzed to identify similarities between test cases. This facilitates the de-bloating process by providing a formal mechanism to identify, remove, and reduce extra test cases without compromising software quality. This form of analysis allows for the clustering and classification of test cases based on their code coverage and similarity score. This paper explores three levels of execution traces and evaluates different techniques to measure their similarities. Test cases with the same code coverage should generate the exact string representation of runtime events. Various string similarity metrics are assessed to find the similarity score, which is used to classify, detect, and rank test cases accordingly. Additionally, this paper demonstrates the validity of the approach with two case studies. The first shows how to classify the execution behavior of various test cases, which can provide insight into each test case’s internal behavior. The second shows how to identify similar test cases based on their code coverage. "
IEEE Conference] A Comparative Analysis of Text Embedding Models for Bug Report Semantic Similarity,"- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on bug report similarity using text embeddings, not code‑oriented models or clustering for deduplication; includes SE dataset evaluation but lacks clustering, code embeddings, and runtime analyses.",https://scispace.com/paper/_yK8s8NBc9UJ,"","","",K Harrington,"",https://www.researchgate.net/profile/Kevin-Harrington-12/publication/391101335_IEEE_Conference_A_Comparative_Analysis_of_Text_Embedding_Models_for_Bug_Report_Semantic_Similarity/links/680a4987d1054b0207de364d/IEEE-Conference-A-Comparative-Analysis-of-Text-Embedding-Models-for-Bug-Report-Semantic-Similarity.pdf,""
Test Case Dependency Detection Using Syntactic Analysis of Code for Test Optimization Purposes,"- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses syntactic analysis to detect test case dependencies; no semantic code embeddings or clustering methods. Evaluates on test suites, but lacks clustering, transformer embeddings, and comparative performance analysis.",https://scispace.com/paper/OMyBOQ02KyMJ,"","","",R Hanna,"",https://www.diva-portal.org/smash/get/diva2:1464463/FULLTEXT01.pdf,""
A Comparative Analysis of Text Embedding Models for Bug Report Semantic Similarity,"- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses BERT for bug‑report similarity, no code embeddings, clustering, or deduplication; evaluates on a software‑defect dataset, but lacks scalability, ablation, or hierarchical clustering analysis.",https://scispace.com/paper/a-comparative-analysis-of-text-embedding-models-for-bug-2p0821e9as,2024,Proceedings Article,"","Avinash Patil
Aryan Jadon",10.1109/spin60856.2024.10512000,"","Bug reports are an essential aspect of software development, and it is crucial to identify and resolve them quickly to ensure the consistent functioning of software systems. Retrieving similar bug reports from an existing database can help reduce the time and effort required to resolve bugs. In this paper, we compared the effectiveness of semantic textual similarity methods for retrieving similar bug reports based on a similarity score. We explored several embedding models such as TF-IDF (Baseline), FastText, Gensim, BERT, and ADA. We used the Software Defects Data containing bug reports for various software projects to evaluate the performance of these models. Our experimental results showed that BERT generally outperformed the rest of the models regarding recall, followed by ADA, Gensim, FastText, and TFIDF. Our study provides insights into the effectiveness of different embedding methods for retrieving similar bug reports and highlights the impact of selecting the appropriate one for this task. Our code is available on GitHub."
Code Clone Detection based on Event Embedding and Event Dependency,"- **Relevance Score:** 2/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on event‑based semantic embeddings for clone detection, without transformer models or clustering; shows empirical gains over baselines but lacks deduplication, clustering, and scalability analysis.",https://scispace.com/paper/code-clone-detection-based-on-event-embedding-and-event-vhzfnglv,2022,Proceedings Article,"","",10.1145/3545258.3545277,https://scispace.com/pdf/code-clone-detection-based-on-event-embedding-and-event-vhzfnglv.pdf,"The code clone detection method based on semantic similarity has important value in software engineering tasks (e.g., software evolution, software reuse). Traditional code clone detection technologies pay more attention to the similarity of code at the syntax level, and less attention to the semantic similarity of the code. As a result, candidate codes similar in semantics are ignored. To address this issue, we propose a code clone detection method based on semantic similarity. By treating code as a series of interdependent events that occur continuously, we design a model namely EDAM to encode code semantic information based on event embedding and event dependency. The EDAM model uses the event embedding method to model the execution characteristics of program statements and the data dependence information between all statements. In this way, we can embed the program semantic information into a vector and use the vector to detect codes similar in semantics. Experimental results show that the performance of our EDAM model is superior to state-of-the-art open source models for code clone detection. "
Research on the specific features of determining the semantic similarity of arbitrary-length text content using multilingual transformer-based models,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multilingual text similarity with transformers; no code embeddings, clustering, deduplication, or software‑engineering evaluation present.",https://scispace.com/paper/research-on-the-specific-features-of-determining-the-3eytej0ztb,2020,Journal Article,"","Serhii Olizarenko
Vladimir Argunov",10.20998/2522-9052.2020.3.13,https://scispace.com/pdf/research-on-the-specific-features-of-determining-the-3eytej0ztb.pdf,"The possibilities of determining the semantic similarity of multilingual arbitrary-length text content have been investigated using their vector representations obtained within different multilingual models based on Transformer architecture. A comparative analysis of the Transformers has been performed to select the most advantageous model for this class of problems. Also, two new unique approaches to determining the semantic similarity of a multilingual text content have been developed to be used in the HIPSTO Open AI Information Discovery Platform, the challenge being to allow arbitrary text length. Experimental and research evidence is offered to support the new approaches as a solution to the semantic similarity problem."
A Graph-based Method for Merging Business Process Models by Considering Semantic Similarity,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper merges business process models with SBERT semantic similarity; no code embeddings, clustering, or software‑engineering deduplication aspects.",https://scispace.com/paper/a-graph-based-method-for-merging-business-process-models-by-3hgc6q4s,2023,Journal Article,International Journal of Intelligent Engineering and Systems,"",10.22266/ijies2023.0430.14,https://scispace.com/pdf/a-graph-based-method-for-merging-business-process-models-by-3hgc6q4s.pdf,""
Time-sync Video Tag Extraction Using Semantic Association Graph,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on video comment tag extraction via semantic graphs, not code embeddings or test case deduplication, so irrelevant to all listed criteria.",https://scispace.com/paper/time-sync-video-tag-extraction-using-semantic-association-f7fjsi7tek,2019,Journal Article,arXiv: Information Retrieval,"Wenmian Yang
Kun Wang
Na Ruan
Wenyuan Gao
Weijia Jia
Wei Zhao
Nan Liu
Yunyong Zhang",10.1145/3332932,https://scispace.compdf/time-sync-video-tag-extraction-using-semantic-association-f7fjsi7tek.pdf,"Time-sync comments reveal a new way of extracting the online video tags. However, such time-sync comments have lots of noises due to users' diverse comments, introducing great challenges for accurate and fast video tag extractions. In this paper, we propose an unsupervised video tag extraction algorithm named Semantic Weight-Inverse Document Frequency (SW-IDF). Specifically, we first generate corresponding semantic association graph (SAG) using semantic similarities and timestamps of the time-sync comments. Second, we propose two graph cluster algorithms, i.e., dialogue-based algorithm and topic center-based algorithm, to deal with the videos with different density of comments. Third, we design a graph iteration algorithm to assign the weight to each comment based on the degrees of the clustered subgraphs, which can differentiate the meaningful comments from the noises. Finally, we gain the weight of each word by combining Semantic Weight (SW) and Inverse Document Frequency (IDF). In this way, the video tags are extracted automatically in an unsupervised way. Extensive experiments have shown that SW-IDF (dialogue-based algorithm) achieves 0.4210 F1-score and 0.4932 MAP (Mean Average Precision) in high-density comments, 0.4267 F1-score and 0.3623 MAP in low-density comments; while SW-IDF (topic center-based algorithm) achieves 0.4444 F1-score and 0.5122 MAP in high-density comments, 0.4207 F1-score and 0.3522 MAP in low-density comments. It has a better performance than the state-of-the-art unsupervised algorithms in both F1-score and MAP."
"Advanced Detection of Source Code Clones via an Ensemble of Unsupervised
  Similarity Measures","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on unsupervised similarity measures and code embeddings without transformer models, clustering, or deduplication experiments; lacks empirical comparisons, scalability analysis, or dataset evaluations.",https://scispace.com/paper/advanced-detection-of-source-code-clones-via-an-ensemble-of-32ycaveix6,2024,Preprint,"",Jorge Martínez-Gil,10.48550/arxiv.2405.02095,https://scispace.compdf/advanced-detection-of-source-code-clones-via-an-ensemble-of-32ycaveix6.pdf,"The capability of accurately determining code similarity is crucial in many tasks related to software development. For example, it might be essential to identify code duplicates for performing software maintenance. This research introduces a novel ensemble learning approach for code similarity assessment, combining the strengths of multiple unsupervised similarity measures. The key idea is that the strengths of a diverse set of similarity measures can complement each other and mitigate individual weaknesses, leading to improved performance. Preliminary results show that while Transformers-based CodeBERT and its variant GraphCodeBERT are undoubtedly the best option in the presence of abundant training data, in the case of specific small datasets (up to 500 samples), our ensemble achieves similar results, without prejudice to the interpretability of the resulting solution, and with a much lower associated carbon footprint due to training. The source code of this novel approach can be downloaded from https://github.com/jorge-martinez-gil/ensemble-codesim. "
"A Survey on Efficient Processing of Similarity Queries over Neural
  Embeddings","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey covers generic neural embeddings for similarity search, indexing, and joins across domains, but lacks code-specific transformer embeddings, clustering for deduplication, and empirical SE evaluations.",https://scispace.com/paper/a-survey-on-efficient-processing-of-similarity-queries-over-21n402lr,2022,Posted Content,"",Antoni Vaquer Aloy,10.48550/arxiv.2204.07922,https://scispace.com/pdf/a-survey-on-efficient-processing-of-similarity-queries-over-21n402lr.pdf,"Similarity query is the family of queries based on some similarity metrics. Unlike the traditional database queries which are mostly based on value equality, similarity queries aim to find targets ""similar enough to"" the given data objects, depending on some similarity metric, e.g., Euclidean distance, cosine similarity and so on. To measure the similarity between data objects, traditional methods normally work on low level or syntax features(e.g., basic visual features on images or bag-of-word features of text), which makes them weak to compute the semantic similarities between objects. So for measuring data similarities semantically, neural embedding is applied. Embedding techniques work by representing the raw data objects as vectors (so called ""embeddings"" or ""neural embeddings"" since they are mostly generated by neural network models) that expose the hidden semantics of the raw data, based on which embeddings do show outstanding effectiveness on capturing data similarities, making it one of the most widely used and studied techniques in the state-of-the-art similarity query processing research. But there are still many open challenges on the efficiency of embedding based similarity query processing, which are not so well-studied as the effectiveness. In this survey, we first provide an overview of the ""similarity query"" and ""similarity query processing"" problems. Then we talk about recent approaches on designing the indexes and operators for highly efficient similarity query processing on top of embeddings (or more generally, high dimensional data). Finally, we investigate the specific solutions with and without using embeddings in selected application domains of similarity queries, including entity resolution and information retrieval. By comparing the solutions, we show how neural embeddings benefit those applications. "
Unsupervised Machine Learning Approaches for Test Suite Reduction,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on K-Means clustering of test suites without code‑specific embeddings, density/hierarchical methods, or comparative baselines; lacks scalability, ablation, and dataset details.",https://scispace.com/paper/unsupervised-machine-learning-approaches-for-test-suite-26od39exhh,2024,Journal Article,Applied Artificial Intelligence,"Anil Sebastian
Hira Naseem
Cagatay Catal",10.1080/08839514.2024.2322336,"","Ensuring quality and reliability mandates thorough software testing at every stage of the development cycle. As software systems grow in size, complexity, and functionality, the parallel expansion of the test suite leads to an inefficient utilization of computational power and time, presenting challenges to optimization. Therefore, the Test Suite Reduction (TSR) process is of great importance, contributing to the reduction of time and costs in executing test suites for complex software by minimizing the number of test cases to be executed. Over the past decade, machine learning-based solutions have emerged, demonstrating remarkable effectiveness and efficiency. Recent studies have delved into the application of Machine Learning (ML) in the software testing domain, where the high cost and time consumption associated with data annotation have prompted the use of unsupervised algorithms. In this research, we conducted a Systematic Mapping Study (SMS), examining the types of unsupervised algorithms implemented in developed models and thoroughly exploring the evaluation metrics employed. This study highlighted the prevalence of the K-Means clustering algorithm and the coverage metric for validation in various studies. Additionally, we identified a gap in the literature regarding scalability considerations. Our findings underscore the effective use of unsupervised learning approaches in test suite reduction. "
"UiO-UvA at SemEval-2020 Task 1: Contextualised Embeddings for Lexical
  Semantic Change Detection","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on lexical semantic change detection with BERT/ELMo for natural language, lacking code embeddings, clustering for deduplication, or software‑engineering evaluations.",https://scispace.com/paper/http://arxiv.org/abs/2005.00050v3,2020,Preprint,"","Andrey Kutuzov
Mario Giulianelli","",http://arxiv.org/pdf/2005.00050v3,"We apply contextualised word embeddings to lexical semantic change detection
in the SemEval-2020 Shared Task 1. This paper focuses on Subtask 2, ranking
words by the degree of their semantic drift over time. We analyse the
performance of two contextualising architectures (BERT and ELMo) and three
change detection algorithms. We find that the most effective algorithms rely on
the cosine similarity between averaged token embeddings and the pairwise
distances between token embeddings. They outperform strong baselines by a large
margin (in the post-evaluation phase, we have the best Subtask 2 submission for
SemEval-2020 Task 1), but interestingly, the choice of a particular algorithm
depends on the distribution of gold scores in the test set."
Learning Semantic Representation for Binary Code Similarity Detection,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on binary similarity via semantic vectors and graph neural networks; does not use code transformers, clustering, or deduplication evaluation.",https://scispace.com/paper/learning-semantic-representation-for-binary-code-similarity-48faz047s2,2024,Book Chapter,"","Donglei Zhang
Hongjian Gao
Shucen Liu
Xiongzhao Zhu",10.1007/978-981-99-7545-7_49,"","To avoid the human bias introduced by numerical statistical features and overcome difficulty in cross platform and optimization detection methods, this paper proposes a binary code similarity detection method based on semantic representation generated from deep learning models. This method uses the intermediate representation to eliminate the differences in syntax caused by compilation options. The feature vector of basic block with context semantic information is generated through natural language processing model, and the attention mechanism is introduced into the graph embedding neural network to realize the accurate construction of function features. The results show that this method has better results in accuracy, precision, recall, and F1 value compared to advanced technologies in this field. "
A Systematic Review of Semantic Clone Detection Techniques in Software Systems,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews semantic clone detection methods; does not propose transformer embeddings, clustering, or deduplication experiments, nor provide empirical or scalability analyses.",https://scispace.com/paper/a-systematic-review-of-semantic-clone-detection-techniques-3j97yxu88l,2021,Journal Article,"","Ajad Kumar
Rashmi Yadav
Kuldeep Kumar",10.1088/1757-899X/1022/1/012074,"","Code clones are repeated program structures of significant similarities occurring in a software system. In various studies, it has been found that there is at least 20–30 percent of the code which is duplicated in a software system. These code clones induce software maintenance related difficulties that might lead to bug fixing, bug propagation, etc. that seed accretion of maintenance time, effort, and cost. To achieve better efficiency, it is required to detect all types of clones, i.e., syntactic and semantic clones that exist in a software system. Detection of semantic clones is considered to be a more difficult task in comparison to the syntactic clones because it requires semantic information of the given program rather than a similar structure. To detect semantic clones, techniques based on program dependency graphs, abstract syntax trees, machine learning, deep learning, support vector machines, etc. are very popular. This paper presents a systematic and extensive analysis of clone detection tools and techniques with a special focus laid on semantic clone detection. It also highlights the pros and cons of existing clone detection techniques along with the results viz. precision, recall, etc."
Test Case Reuse Method Based on Deep Semantic Matching,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses NLP deep semantic matching on test case text, no code‑oriented embeddings, clustering, or deduplication comparisons; focuses on retrieval rather than redundancy reduction.",https://scispace.com/paper/test-case-reuse-method-based-on-deep-semantic-matching-29kba905cz,2023,Proceedings Article,"","Siqi Gu
Zhibiao Liu
Qiaoqing Liang
Zhimin Deng
Xiangyu Xiao",10.1109/qrs-c60940.2023.00022,"","Software testing is a crucial means to ensure the quality and reliability of software, playing an indispensable role in the software development process. The design of test cases is a pivotal process within software testing. Well-designed test cases are a prerequisite for effective software testing, as the quality of test code determines the overall testing quality and effectiveness. With continuous software version iterations, a rich history of test cases accumulates during the testing process. As the functionality of the system grows, the number of required test cases and lines of code also increases, leading to reduced efficiency and longer testing cycles for testers. Test case reuse involves utilizing accumulated historical test cases and related materials for new testing tasks. Leveraging historical test cases effectively to enhance new testing tasks and improve tester efficiency is a significant challenge. In response to the aforementioned issues, this paper proposes and implements a test case reuse method based on deep semantic matching. The method employs natural language processing techniques to extract textual information and vectorize key fields of test cases, establishing a quick retrieval index. Upon receiving a user input describing the testing functionality, the method utilizes deep semantic matching technology to recommend suitable historical test cases. We improve the test case reuse method based on a deep semantic matching model and adopt the negative sampling method to increase the robustness of the model. The method's effectiveness is tested using three datasets from the text matching domain, with the Spearman coefficient as the evaluation metric, demonstrating superior matching performance compared to other baseline algorithms."
Multi-feature based Function Embedding Network for Binary Code Similarity,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on binary function similarity using graph and NLP embeddings, without transformer‑code models, clustering, or deduplication experiments.",https://scispace.com/paper/multi-feature-based-function-embedding-network-for-binary-169oxdk4,2023,Posted Content,"","",10.22541/au.168232923.30848803/v1,https://scispace.com/pdf/multi-feature-based-function-embedding-network-for-binary-169oxdk4.pdf,"Binary similarity detection determines whether two given binary code snippets are similar or not, usually on function granularity. This task is challenging due to different compilation optimizations and CPU architectures. Recently, deep-learning methods have made great achievements in this field, although most of them use artificially selected features or ignore some important semantic information like code literals or function signatures during feature processing. In addition, random samples and pair loss function are used in similarity training, which only covers limited similarity relations between functions. In this paper, a new framework MFEN-Sim is proposed to detect similar binary functions. The framework contains three stages: feature extraction and normalization, mutli-feature based function feature embedding network (MFEN) and similarity learning network. Multiple features including assembly instructions, CFG structures and function code literals are extracted from binary functions. Then these features are fed into MFEN composed of three modules: function semantic and structure embedding module, function signature prediction module, and function code literal embedding module. The three modules generate embeddings representing the function semantic and structural features, the function signature prediction features and the function code literal features. Finally, MFEN-Sim utilizes a similarity training network based on contrastive learning to make MFEN recognize more similarity relations between functions. MFEN-Sim is evaluated on 281,601 functions in 144 binaries and 17 CVEs in real-world software. Experimental results show that our work outperforms state-of-the-art systems ( i.e., Gemini, FIT and SAFE) by 7.1%, 9.9% and 8.2% on AUC metric in cross-architecture, optimization-level similarity detection, and achieves higher recall than baselines in searching vulnerabilities in real-world applications. "
Scalable Similarity-Aware Test Suite Minimization with Reinforcement Learning,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on ILP and reinforcement learning for test suite minimization, without using code‑oriented transformer embeddings, clustering, or related empirical comparisons.",https://scispace.com/paper/scalable-similarity-aware-test-suite-minimization-with-64mh9sqz9wrb,2024,Journal Article,arXiv.org,"Sijia Gu
Ali Mesbah",10.48550/arxiv.2408.13517,"","The Multi-Criteria Test Suite Minimization (MCTSM) problem aims to refine test suites by removing redundant test cases, guided by adequacy criteria such as code coverage or fault detection capability. However, current techniques either exhibit a high loss of fault detection ability or face scalability challenges due to the NP-hard nature of the problem, which limits their practical utility. We propose TripRL, a novel technique that integrates traditional criteria such as statement coverage and fault detection ability with test coverage similarity into an Integer Linear Program (ILP), to produce a diverse reduced test suite with high test effectiveness. TripRL leverages bipartite graph representation and its embedding for concise ILP formulation and combines ILP with effective reinforcement learning (RL) training. This combination renders large-scale test suite minimization more scalable and enhances test effectiveness. Our empirical evaluations demonstrate that TripRL's runtime scales linearly with the magnitude of the MCTSM problem. Notably, for large test suites where existing approaches fail to provide solutions within a reasonable time frame, our technique consistently delivers solutions in less than 47 minutes. The reduced test suites produced by TripRL also maintain the original statement coverage and fault detection ability while having a higher potential to detect unknown faults."
