"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Adaptive Ensemble Learning With Confidence Bounds","https://scispace.com/paper/adaptive-ensemble-learning-with-confidence-bounds-1ax5hmmnlf","2017","Journal Article","IEEE Transactions on Signal Processing","Cem Tekin
Jinsung Yoon
Mihaela van der Schaar","10.1109/TSP.2016.2626250","https://scispace.com/pdf/adaptive-ensemble-learning-with-confidence-bounds-1ax5hmmnlf.pdf","Extracting actionable intelligence from distributed, heterogeneous, correlated, and high-dimensional data sources requires run-time processing and learning both locally and globally. In the last decade, a large number of meta-learning techniques have been proposed in which local learners make online predictions based on their locally collected data instances, and feed these predictions to an ensemble learner, which fuses them and issues a global prediction. However, most of these works do not provide performance guarantees or, when they do, these guarantees are asymptotic. None of these existing works provide confidence estimates about the issued predictions or rate of learning guarantees for the ensemble learner. In this paper, we provide a systematic ensemble learning method called Hedged Bandits, which comes with both long-run (asymptotic) and short-run (rate of learning) performance guarantees. Moreover, our approach yields performance guarantees with respect to the optimal local prediction strategy, and is also able to adapt its predictions in a data-driven manner. We illustrate the performance of Hedged Bandits in the context of medical informatics and show that it outperforms numerous online and offline ensemble learning methods.","In this paper, the authors provide a systematic ensemble learning method called Hedged Bandits, which comes with both long run (asymptotic) and short run (rate of learning) performance guarantees."
"Ensemble reinforcement learning: A survey","https://scispace.com/paper/ensemble-reinforcement-learning-a-survey-3xgp0cbpoy","2023","Journal Article","Applied Soft Computing","Yanjie Song
Ponnuthurai Nagaratnam Suganthan
Witold Pedrycz
Junwei Ou
Yong He
Yingwu Chen
Yongbo Wu","10.1016/j.asoc.2023.110975","","Reinforcement Learning (RL) has emerged as a highly effective technique for addressing various scientific and applied problems. Despite its success, certain complex tasks remain challenging to be addressed solely with a single model and algorithm. In response, ensemble reinforcement learning (ERL), a promising approach that combines the benefits of both RL and ensemble learning (EL), has gained widespread popularity. ERL leverages multiple models or training algorithms to comprehensively explore the problem space and possesses strong generalization capabilities. In this study, we present a comprehensive survey on ERL to provide readers with an overview of recent advances and challenges in the field. Firstly, we provide an introduction to the background and motivation for ERL. Secondly, we conduct a detailed analysis of strategies such as model selection and combination that have been successfully implemented in ERL. Subsequently, we explore the application of ERL, summarize the datasets, and analyze the algorithms employed. Finally, we outline several open questions and discuss future research directions of ERL. By offering guidance for future scientific research and engineering applications, this survey significantly contributes to the advancement of ERL. ","Ensemble reinforcement learning (ERL) combines RL and EL to address complex tasks by leveraging multiple models or algorithms for comprehensive problem exploration and generalization capabilities."
"Pooling homogeneous ensembles to build heterogeneous ones","https://scispace.com/paper/pooling-homogeneous-ensembles-to-build-heterogeneous-ones-263zjvtiiq","2018","Preprint","","Maryam Sabzevari
Gonzalo Martínez-Muñoz
Alberto Suárez","10.48550/arxiv.1802.07877","","In ensemble methods, the outputs of a collection of diverse classifiers are combined in the expectation that the global prediction be more accurate than the individual ones. Heterogeneous ensembles consist of predictors of different types, which are likely to have different biases. If these biases are complementary, the combination of their decisions is beneficial. In this work, a family of heterogeneous ensembles is built by pooling classifiers from M homogeneous ensembles of different types of size T. Depending on the fraction of base classifiers of each type, a particular heterogeneous combination in this family is represented by a point in a regular simplex in M dimensions. The M vertices of this simplex represent the different homogeneous ensembles. A displacement away from one of these vertices effects a smooth transformation of the corresponding homogeneous ensemble into a heterogeneous one. The optimal composition of such heterogeneous ensemble can be determined using cross-validation or, if bootstrap samples are used to build the individual classifiers, out-of-bag data. An empirical analysis of such combinations of bootstraped ensembles composed of neural networks, SVMs, and random trees (i.e. from a standard random forest) illustrates the gains that can be achieved by this heterogeneous ensemble creation method. ","Pooling homogeneous ensembles to build heterogeneous ones results in improved accuracy compared to individual classifiers."
"Collective Learning by Ensembles of Altruistic Diversifying Neural Networks","https://scispace.com/paper/collective-learning-by-ensembles-of-altruistic-diversifying-pr682x4lw3","2020","Posted Content","arXiv: Learning","Benjamin Brazowski
Elad Schneidman","","https://arxiv.org/pdf/2006.11671","Combining the predictions of collections of neural networks often outperforms the best single network. Such ensembles are typically trained independently, and their superior `wisdom of the crowd' originates from the differences between networks. Collective foraging and decision making in socially interacting animal groups is often improved or even optimal thanks to local information sharing between conspecifics. We therefore present a model for co-learning by ensembles of interacting neural networks that aim to maximize their own performance but also their functional relations to other networks. We show that ensembles of interacting networks outperform independent ones, and that optimal ensemble performance is reached when the coupling between networks increases diversity and degrades the performance of individual networks. Thus, even without a global goal for the ensemble, optimal collective behavior emerges from local interactions between networks. We show the scaling of optimal coupling strength with ensemble size, and that networks in these ensembles specialize functionally and become more `confident' in their assessments. Moreover, optimal co-learning networks differ structurally, relying on sparser activity, a wider range of synaptic weights, and higher firing rates - compared to independently trained networks. Finally, we explore interactions-based co-learning as a framework for expanding and boosting ensembles.","It is shown that ensembles of interacting networks outperform independent ones, and that optimal ensemble performance is reached when the coupling between networks increases diversity and degrades the performance of individual networks, which shows the scaling of optimal coupling strength with ensemble size."
"Diversity and Generalization in Neural Network Ensembles","https://scispace.com/paper/diversity-and-generalization-in-neural-network-ensembles-3q2u18sub7t7","","","","Luis A. Ortega
Rafael Cabañas
Andrés R. Masegosa","10.48550/arxiv.2110.13786","","Ensembles are widely used in machine learning and, usually, provide state-of-the-art performance in many prediction tasks. From the very beginning, the diversity of an ensemble has been identified as a key factor for the superior performance of these models. But the exact role that diversity plays in ensemble models is poorly understood, specially in the context of neural networks. In this work, we combine and expand previously published results in a theoretically sound framework that describes the relationship between diversity and ensemble performance for a wide range of ensemble methods. More precisely, we provide sound answers to the following questions: how to measure diversity, how diversity relates to the generalization error of an ensemble, and how diversity is promoted by neural network ensemble algorithms. This analysis covers three widely used loss functions, namely, the squared loss, the cross-entropy loss, and the 0-1 loss; and two widely used model combination strategies, namely, model averaging and weighted majority vote. We empirically validate this theoretical analysis with neural network ensembles.","This study investigates the relationship between diversity and ensemble performance in neural networks, providing a theoretically sound framework that describes how to measure diversity, its impact on generalization error, and how it's promoted by ensemble algorithms."
"Adaptive Ensemble Learning with Confidence Bounds","https://scispace.com/paper/adaptive-ensemble-learning-with-confidence-bounds-2t3e0zdigy","2015","Posted Content","arXiv: Learning","Cem Tekin
Jinsung Yoon
Mihaela van der Schaar","","https://arxiv.org/pdf/1512.07446.pdf","Extracting actionable intelligence from distributed, heterogeneous, correlated and high-dimensional data sources requires run-time processing and learning both locally and globally. In the last decade, a large number of meta-learning techniques have been proposed in which local learners make online predictions based on their locally-collected data instances, and feed these predictions to an ensemble learner, which fuses them and issues a global prediction. However, most of these works do not provide performance guarantees or, when they do, these guarantees are asymptotic. None of these existing works provide confidence estimates about the issued predictions or rate of learning guarantees for the ensemble learner. In this paper, we provide a systematic ensemble learning method called Hedged Bandits, which comes with both long run (asymptotic) and short run (rate of learning) performance guarantees. Moreover, our approach yields performance guarantees with respect to the optimal local prediction strategy, and is also able to adapt its predictions in a data-driven manner. We illustrate the performance of Hedged Bandits in the context of medical informatics and show that it outperforms numerous online and offline ensemble learning methods.","This paper provides a systematic ensemble learning method called Hedged Bandits, which comes with both long- run (asymptotic) and short-run (rate of learning) performance guarantees and is also able to adapt its predictions in a data-driven manner."
"Pathologies of Predictive Diversity in Deep Ensembles","https://scispace.com/paper/pathologies-of-predictive-diversity-in-deep-ensembles-18youwnb","2023","Journal Article","arXiv.org","Taiga Abe
E. Kelly Buchanan
Geoff Pleiss
J. Cunningham","10.48550/arXiv.2302.00704","","Classical results establish that ensembles of small models benefit when predictive diversity is encouraged, through bagging, boosting, and similar. Here we demonstrate that this intuition does not carry over to ensembles of deep neural networks used for classification, and in fact the opposite can be true. Unlike regression models or small (unconfident) classifiers, predictions from large (confident) neural networks concentrate in vertices of the probability simplex. Thus, decorrelating these points necessarily moves the ensemble prediction away from vertices, harming confidence and moving points across decision boundaries. Through large scale experiments, we demonstrate that diversity-encouraging regularizers hurt the performance of high-capacity deep ensembles used for classification. Even more surprisingly, discouraging predictive diversity can be beneficial. Together this work strongly suggests that the best strategy for deep ensembles is utilizing more accurate, but likely less diverse, component models.","The authors showed that diversity-encouraging regularizers hurt the performance of high-capacity deep ensembles used for classification, while discouraging predictive diversity can be beneficial, which suggests that the best strategy for deep ensemble is utilizing more accurate, but likely less diverse, component models."
"Efficient Estimation of Generalization Error and Bias-Variance Components of Ensembles.","https://scispace.com/paper/efficient-estimation-of-generalization-error-and-bias-s9ogte5v1loo","","","","Dhruv Mahajan
Vivek Gupta
S Sathiya Keerthi
Sellamanickam Sundararajan
Shravan Narayanamurthy
Rahul Kidambi","10.48550/arxiv.1711.05482","","For many applications, an ensemble of base classifiers is an effective solution. The tuning of its parameters(number of classes, amount of data on which each classifier is to be trained on, etc.) requires G, the generalization error of a given ensemble. The efficient estimation of G is the focus of this paper. The key idea is to approximate the variance of the class scores/probabilities of the base classifiers over the randomness imposed by the training subset by normal/beta distribution at each point x in the input feature space. We estimate the parameters of the distribution using a small set of randomly chosen base classifiers and use those parameters to give efficient estimation schemes for G. We give empirical evidence for the quality of the various estimators. We also demonstrate their usefulness in making design choices such as the number of classifiers in the ensemble and the size of a subset of data used for training that is needed to achieve a certain value of generalization error. Our approach also has great potential for designing distributed ensemble classifiers.","This paper proposes efficient estimation methods for the generalization error and bias-variance components of ensembles, approximating variance using normal/beta distributions, and demonstrates their usefulness in ensemble design and distributed classification."
"Collective Model Fusion for Multiple Black-Box Experts","https://scispace.com/paper/collective-model-fusion-for-multiple-black-box-experts-v7gv6whsmc","2019","Proceedings Article","International Conference on Machine Learning","Quang Minh Hoang
Trong Nghia Hoang
Bryan Kian Hsiang Low
Carl Kingsford","","https://scispace.com/pdf/collective-model-fusion-for-multiple-black-box-experts-v7gv6whsmc.pdf","Model fusion is a fundamental problem in collective machine learning (ML) where independent experts with heterogeneous learning architectures are required to combine expertise to improve predictive performance. This is particularly challenging in information-sensitive domains where experts do not have access to each other’s internal architecture and local data. This paper presents the first collective model fusion framework for multiple experts with heterogeneous black-box architectures. The proposed method will enable this by addressing the key issues of how black-box experts interact to understand the predictive behaviors of one another; how these understandings can be represented and shared efficiently among themselves; and how the shared understandings can be combined to generate high-quality consensus prediction. The performance of the resulting framework is analyzed theoretically and demonstrated empirically on several datasets.","This paper presents the first collective model fusion framework for multiple experts with heterogeneous black-box architectures, addressing the key issues of how black- box experts interact to understand the predictive behaviors of one another and how the shared understandings can be combined to generate high-quality consensus prediction."
"Universal Agent Mixtures and the Geometry of Intelligence","https://scispace.com/paper/universal-agent-mixtures-and-the-geometry-of-intelligence-2nbfjehg","2023","Proceedings Article","International Conference on Artificial Intelligence and Statistics","Samuel Alexander
David Quarel
Len Du
M. Hutter","10.48550/arXiv.2302.06083","","Inspired by recent progress in multi-agent Reinforcement Learning (RL), in this work we examine the collective intelligent behaviour of theoretical universal agents by introducing a weighted mixture operation. Given a weighted set of agents, their weighted mixture is a new agent whose expected total reward in any environment is the corresponding weighted average of the original agents' expected total rewards in that environment. Thus, if RL agent intelligence is quantified in terms of performance across environments, the weighted mixture's intelligence is the weighted average of the original agents' intelligences. This operation enables various interesting new theorems that shed light on the geometry of RL agent intelligence, namely: results about symmetries, convex agent-sets, and local extrema. We also show that any RL agent intelligence measure based on average performance across environments, subject to certain weak technical conditions, is identical (up to a constant factor) to performance within a single environment dependent on said intelligence measure.","In this article , the collective intelligent behavior of universal agents is examined by introducing a weighted mixture operation, where a new agent whose expected total reward in any environment is the corresponding weighted average of the original agents' expected total rewards in that environment."
"When are ensembles really effective?","https://scispace.com/paper/when-are-ensembles-really-effective-2z4okjvp","2023","Journal Article","arXiv.org","Ryan Theisen
Hyunsuk Kim
Yaoqing Yang
Liam Hodgkinson
Michael W. Mahoney","10.48550/arXiv.2305.12313","","Ensembling has a long history in statistical data analysis, with many impactful applications. However, in many modern machine learning settings, the benefits of ensembling are less ubiquitous and less obvious. We study, both theoretically and empirically, the fundamental question of when ensembling yields significant performance improvements in classification tasks. Theoretically, we prove new results relating the \emph{ensemble improvement rate} (a measure of how much ensembling decreases the error rate versus a single model, on a relative scale) to the \emph{disagreement-error ratio}. We show that ensembling improves performance significantly whenever the disagreement rate is large relative to the average error rate; and that, conversely, one classifier is often enough whenever the disagreement rate is low relative to the average error rate. On the way to proving these results, we derive, under a mild condition called \emph{competence}, improved upper and lower bounds on the average test error rate of the majority vote classifier. To complement this theory, we study ensembling empirically in a variety of settings, verifying the predictions made by our theory, and identifying practical scenarios where ensembling does and does not result in large performance improvements. Perhaps most notably, we demonstrate a distinct difference in behavior between interpolating models (popular in current practice) and non-interpolating models (such as tree-based methods, where ensembling is popular), demonstrating that ensembling helps considerably more in the latter case than in the former.","This paper showed that ensembling improves performance significantly whenever the disagreement rate is large relative to the average error rate; and that, conversely, one classifier is often enough whenever the discrepancy rate is low relative to average error rates."
"When are ensembles really effective?","https://scispace.com/paper/when-are-ensembles-really-effective-3qi8kqsg","2023","Posted Content","","","10.48550/arxiv.2305.12313","https://scispace.com/pdf/when-are-ensembles-really-effective-3qi8kqsg.pdf","Ensembling has a long history in statistical data analysis, with many impactful applications. However, in many modern machine learning settings, the benefits of ensembling are less ubiquitous and less obvious. We study, both theoretically and empirically, the fundamental question of when ensembling yields significant performance improvements in classification tasks. Theoretically, we prove new results relating the \emph{ensemble improvement rate} (a measure of how much ensembling decreases the error rate versus a single model, on a relative scale) to the \emph{disagreement-error ratio}. We show that ensembling improves performance significantly whenever the disagreement rate is large relative to the average error rate; and that, conversely, one classifier is often enough whenever the disagreement rate is low relative to the average error rate. On the way to proving these results, we derive, under a mild condition called \emph{competence}, improved upper and lower bounds on the average test error rate of the majority vote classifier. To complement this theory, we study ensembling empirically in a variety of settings, verifying the predictions made by our theory, and identifying practical scenarios where ensembling does and does not result in large performance improvements. Perhaps most notably, we demonstrate a distinct difference in behavior between interpolating models (popular in current practice) and non-interpolating models (such as tree-based methods, where ensembling is popular), demonstrating that ensembling helps considerably more in the latter case than in the former. ","This article showed that ensembling improves performance significantly whenever the disagreement rate is large relative to the average error rate; and that, conversely, one classifier is often enough whenever the discrepancy rate is low relative to average error rates."
"The impact of diversity on the quality of collective prediction","https://scispace.com/paper/the-impact-of-diversity-on-the-quality-of-collective-1oenb5nm4r","2017","Proceedings Article","","Van Du Nguyen
Ngoc Thanh Nguyen","10.1109/INISTA.2017.8001148","","Nowadays, there appears to be sufficient evidence that a collective of uninformed individuals can outperform single individuals (even individual experts) in solving some difficult judgment and prediction problems. In some situations, the predictions given by collective members on the outcome of a future event can be modified (such as by updating or removing predictions) to reach a higher consistency level (less diversity) in a collective. The main concern of this paper is to investigate the impact of diversity on the quality of collective prediction by taking into account such modifications within a collective. Diversity is understood as the variety of individual predictions on the same problem. The simulation experiments (with different collective cardinalities and levels of diversity reduction) have revealed that such modifications are not useful in improving the quality of collective prediction. Instead, they have emphasized the important role of diversity in leading to a better collective prediction. That is the more diverse the collective, the better the collective prediction.","The main concern of this paper is to investigate the impact of diversity on the quality of collective prediction by taking into account such modifications within a collective."
"Speed-vs-Accuracy Tradeoff in Collective Estimation: an Adaptive Exploration-Exploitation Case*","https://scispace.com/paper/speed-vs-accuracy-tradeoff-in-collective-estimation-an-p9qjjuuuc6va","","","","Mohsen Raoufi
Heiko Hamann
Pawel Romanczuk","10.1109/mrs50823.2021.9620695","","The tradeoff between accuracy and speed is considered fundamental to individual and collective decision-making. In this paper, we focus on collective estimation as an example of collective decision-making. The task is to estimate the average scalar intensity of a desired feature in the environment. The solution we propose consists of exploration and exploitation phases, where the switching time is a factor dictating the balance between the two phases. By decomposing the total accuracy into bias and variance, we explain that diversity and social interactions could promote accuracy of the collective decision. We also show how the exploration-vs-exploitation tradeoff relates to the speed-vs-accuracy tradeoff. One significant finding of our work is that there is an optimal duration for exploration to compromise between speed and accuracy. This duration cannot be determined offline for an unknown environment. Hence, we propose an adaptive, distributed mechanism enabling individual agents to decide in a decentralized manner when to switch. Moreover, the spatial consequence of the exploitation phase is an emergent collective movement, leading to the aggregation of the collective at the iso-contours of the mean intensity of the environmental field in the spatial domain. Examples of potential applications for such a fully distributed collective estimation model are spillage capturing and source localization.","This paper explores the speed-accuracy tradeoff in collective estimation, proposing an adaptive exploration-exploitation mechanism that balances individual agent decisions to optimize collective accuracy and speed in unknown environments."
"Prognosticating Parsimony: An Ebullient Ensemble Approach to Predictive Modeling in Artificial Intelligence","https://scispace.com/paper/prognosticating-parsimony-an-ebullient-ensemble-approach-to-181rvs3w2r","2024","Preprint","","Ting Li","10.20944/preprints202401.0106.v1","","This research delves into the realm of predictive modeling within artificial intelligence (AI) and introduces an innovative ensemble approach designed to enhance prognostic precision. The proposed methodology, characterized by its ebullient nature, leverages the collective wisdom of diverse predictive models, synthesizing a comprehensive and robust framework. The pursuit of parsimony are paramount, underscoring the need for efficient model architectures that balance predictive acuracy and computational efficiency. Our study meticulously explores the amalgamation of diverse algorithms, encapsulating the intrinsic complexity of real-world phenomena. We navigate the intricate landscape of feature selection, algorithmic diversity, and model combination, fostering a holistic understanding of the prognostic process. The ebullient ensemble emerges as a dynamic solution, harnessing the synergy of constituent models while mitigating the risk of overfitting. To validate the efficacy of our approach, extensive experiments are conducted on diverse datasets, spanning domains such as healthcare, finance, and natural language processing. Comparative analyses demonstrate the superior predictive performance of our ensemble model in comparison to individual algorithms and traditional ensemble methods. Additionally, we delve into interpretability aspects, elucidating the underlying mechanisms that contribute to the model's prognostic prowess. Our research advances the frontier of predictive modeling in AI, offering a nuanced and sophisticated paradigm for prognostication. The ebullient ensemble approach stands as a testament to the synergy achievable through the amalgamation of diverse predictive models, providing a pragmatic and parsimonious avenue for enhanced prognostic acuracy in artificial intelligence applications. ","Prognosticating Parsimony: An Ebullient Ensemble Approach to Predictive Modeling in AI enhances prognostic precision by leveraging the collective wisdom of diverse predictive models. The approach emphasizes parsimony, efficiency, and robustness, while navigating feature selection, algorithmic diversity, and model combination. Extensive experiments validate the efficacy of the ebullient ensemble against individual algorithms and traditional ensemble methods."
"Intelligent Collectives: Impact of Diversity on Susceptibility to Consensus and Collective Performance","https://scispace.com/paper/intelligent-collectives-impact-of-diversity-on-2r13gdd8wh","2018","Book Chapter","International Conference on Computational Collective Intelligence","Van Du Nguyen
Van Du Nguyen
Hai Bang Truong
Mercedes G. Merayo
Ngoc Thanh Nguyen","10.1007/978-3-319-98443-8_2","","In this paper, we present an approach to analyzing the impact of diversity, one of the most crucial determinants of intelligent collectives, on susceptibility to consensus and collective performance. In the common understanding, susceptibility to consensus refers to the situation in which the obtained collective prediction determined on the basis of individual predictions can be accepted as the representative for the collective as a whole. Computational experiments have indicated that when collectives are small, it is difficult to obtain a high probability of susceptibility to consensus. For large collectives, however, diversity seems not to matter susceptibility to consensus. Furthermore, the findings have also shown that higher collective performances can be the consequence of more diverse collectives. In other words, diversity is positively correlated with collective performance.","This paper presents an approach to analyzing the impact of diversity, one of the most crucial determinants of intelligent collectives, on susceptibility to consensus and collective performance and shows that diversity is positively correlated with collective performance."
"Unifying Ensemble Methods for Q-learning via Social Choice Theory.","https://scispace.com/paper/unifying-ensemble-methods-for-q-learning-via-social-choice-53ch7scw7b","2019","Posted Content","arXiv: Artificial Intelligence","Rishav Chourasia
Adish Singla","","https://arxiv.org/pdf/1902.10646.pdf","Ensemble methods have been widely applied in Reinforcement Learning (RL) in order to enhance stability, increase convergence speed, and improve exploration. These methods typically work by employing an aggregation mechanism over actions of different RL algorithms. We show that a variety of these methods can be unified by drawing parallels from committee voting rules in Social Choice Theory. We map the problem of designing an action aggregation mechanism in an ensemble method to a voting problem which, under different voting rules, yield popular ensemble-based RL algorithms like Majority Voting Q-learning or Bootstrapped Q-learning. Our unification framework, in turn, allows us to design new ensemble-RL algorithms with better performance. For instance, we map two diversity-centered committee voting rules, namely Single Non-Transferable Voting Rule and Chamberlin-Courant Rule, into new RL algorithms that demonstrate excellent exploratory behavior in our experiments.","This work maps two diversity-centered committee voting rules, namely Single Non-Transferable Voting Rule and Chamberlin-Courant Rule, into new RL algorithms that demonstrate excellent exploratory behavior in the authors' experiments."
"A Survey of Ensemble Learning: Concepts, Algorithms, Applications, and Prospects","https://scispace.com/paper/a-survey-of-ensemble-learning-concepts-algorithms-25opak5i","","Journal Article","IEEE Access","Ibomoiye Domor Mienye
Yanxia Sun","10.1109/ACCESS.2022.3207287","https://ieeexplore.ieee.org/ielx7/6287639/6514899/09893798.pdf","Ensemble learning techniques have achieved state-of-the-art performance in diverse machine learning applications by combining the predictions from two or more base models. This paper presents a concise overview of ensemble learning, covering the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms. The study focuses on the widely used ensemble algorithms, including random forest, adaptive boosting (AdaBoost), gradient boosting, extreme gradient boosting (XGBoost), light gradient boosting machine (LightGBM), and categorical boosting (CatBoost). An attempt is made to concisely cover their mathematical and algorithmic representations, which is lacking in the existing literature and would be beneficial to machine learning researchers and practitioners.","An attempt is made to concisely cover the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms, and their mathematical and algorithmic representations."
"Ensemble Multifeatured Deep Learning Models and Applications: A Survey","https://scispace.com/paper/ensemble-multifeatured-deep-learning-models-and-applications-330auaidmd","","Journal Article","IEEE Access","Satheesh Abimannan
El-Sayed M. El-Alfy
Yue-Shan Chang
Shahid Hussain
Saurabh Shukla
Dhivyadharsini Satheesh","10.1109/access.2023.3320042","","Ensemble multifeatured deep learning methodology has emerged as a powerful approach to overcome the limitations of single deep learning models in terms of generalization, robustness, and performance. This survey provides an extended review of ensemble multifeatured deep learning models, and their applications, challenges, and future directions. We explore potential applications of these models across various domains, including computer vision, medical imaging, natural language processing, and speech recognition. By combining the strengths of multiple models and features, ensemble multifeatured deep learning models have demonstrated improved performance and adaptability in diverse problem settings. We also discuss the challenges associated with these models, such as model interpretability, computational complexity, ensemble model selection, adversarial robustness, and personalized and federated learning. This survey highlights recent advancements in addressing these challenges and emphasizes the importance of continued research in tackling these issues to enable widespread adoption of ensemble multifeatured deep learning models. It provides an outlook on future research directions, focusing on the development of new algorithms, frameworks, and hardware architectures that can efficiently handle the large-scale computations required by these models. Moreover, it underlines the need for a better understanding of the trade-offs between model complexity, accuracy, and computational resources to optimize the design and deployment of ensemble multifeatured deep learning models. ","An extended review of ensemble multifeatured deep learning models, and their applications, challenges, and future directions, which explores potential applications of these models across various domains, including computer vision, medical imaging, natural language processing, and speech recognition."
"Structured Radial Basis Function Network: Modelling Diversity for Multiple Hypotheses Prediction","https://scispace.com/paper/structured-radial-basis-function-network-modelling-diversity-36bcs3qrx0","2023","Journal Article","arXiv.org","Alejandro Rodriguez Dominguez
Muhammad Shahzad
Xia Hong","10.48550/arxiv.2309.00781","https://scispace.compdf/structured-radial-basis-function-network-modelling-diversity-36bcs3qrx0.pdf","Multi-modal regression is important in forecasting nonstationary processes or with a complex mixture of distributions. It can be tackled with multiple hypotheses frameworks but with the difficulty of combining them efficiently in a learning model. A Structured Radial Basis Function Network is presented as an ensemble of multiple hypotheses predictors for regression problems. The predictors are regression models of any type that can form centroidal Voronoi tessellations which are a function of their losses during training. It is proved that this structured model can efficiently interpolate this tessellation and approximate the multiple hypotheses target distribution and is equivalent to interpolating the meta-loss of the predictors, the loss being a zero set of the interpolation error. This model has a fixed-point iteration algorithm between the predictors and the centers of the basis functions. Diversity in learning can be controlled parametrically by truncating the tessellation formation with the losses of individual predictors. A closed-form solution with least-squares is presented, which to the authors knowledge, is the fastest solution in the literature for multiple hypotheses and structured predictions. Superior generalization performance and computational efficiency is achieved using only two-layer neural networks as predictors controlling diversity as a key component of success. A gradient-descent approach is introduced which is loss-agnostic regarding the predictors. The expected value for the loss of the structured model with Gaussian basis functions is computed, finding that correlation between predictors is not an appropriate tool for diversification. The experiments show outperformance with respect to the top competitors in the literature.","A closed-form solution with least-squares is presented, which to the authors knowledge, is the fastest solution in the literature for multiple hypotheses and structured predictions."
"Specialists Outperform Generalists in Ensemble Classification","https://scispace.com/paper/specialists-outperform-generalists-in-ensemble-20b0b9om47","2021","Posted Content","arXiv: Learning","Sascha Meyen
Hamit Başgöl","","https://arxiv.org/pdf/2107.04381v1","Consider an ensemble of $k$ individual classifiers whose accuracies are known. Upon receiving a test point, each of the classifiers outputs a predicted label and a confidence in its prediction for this particular test point. In this paper, we address the question of whether we can determine the accuracy of the ensemble. Surprisingly, even when classifiers are combined in the statistically optimal way in this setting, the accuracy of the resulting ensemble classifier cannot be computed from the accuracies of the individual classifiers-as would be the case in the standard setting of confidence weighted majority voting. We prove tight upper and lower bounds on the ensemble accuracy. We explicitly construct the individual classifiers that attain the upper and lower bounds: specialists and generalists. Our theoretical results have very practical consequences: (1) If we use ensemble methods and have the choice to construct our individual (independent) classifiers from scratch, then we should aim for specialist classifiers rather than generalists. (2) Our bounds can be used to determine how many classifiers are at least required to achieve a desired ensemble accuracy. Finally, we improve our bounds by considering the mutual information between the true label and the individual classifier's output.","In this paper, the authors consider an ensemble of $k$ individual classifiers whose accuracies are known and prove tight upper and lower bounds on the ensemble accuracy, which can be used to determine how many classifiers are at least required to achieve a desired ensemble accuracy."
"Why M Heads are Better than One: Training a Diverse Ensemble of Deep Networks","https://scispace.com/paper/why-m-heads-are-better-than-one-training-a-diverse-ensemble-1cewbbgow1","2015","Posted Content","arXiv: Computer Vision and Pattern Recognition","Stefan Lee
Senthil Purushwalkam
Michael Cogswell
David J. Crandall
Dhruv Batra","","https://scispace.compdf/why-m-heads-are-better-than-one-training-a-diverse-ensemble-1cewbbgow1.pdf","Convolutional Neural Networks have achieved state-of-the-art performance on a wide range of tasks. Most benchmarks are led by ensembles of these powerful learners, but ensembling is typically treated as a post-hoc procedure implemented by averaging independently trained models with model variation induced by bagging or random initialization. In this paper, we rigorously treat ensembling as a first-class problem to explicitly address the question: what are the best strategies to create an ensemble? We first compare a large number of ensembling strategies, and then propose and evaluate novel strategies, such as parameter sharing (through a new family of models we call TreeNets) as well as training under ensemble-aware and diversity-encouraging losses. We demonstrate that TreeNets can improve ensemble performance and that diverse ensembles can be trained end-to-end under a unified loss, achieving significantly higher ""oracle"" accuracies than classical ensembles.","It is demonstrated that TreeNets can improve ensemble performance and that diverse ensembles can be trained end-to-end under a unified loss, achieving significantly higher ""oracle"" accuracies than classical ensembled."
"Collective Online Learning of Gaussian Processes in Massive Multi-Agent Systems","https://scispace.com/paper/collective-online-learning-of-gaussian-processes-in-massive-2w07dxmbfc","2019","Journal Article","National Conference on Artificial Intelligence","Trong Nghia Hoang
Quang Minh Hoang
Kian Hsiang Low
Jonathan P. How","10.1609/AAAI.V33I01.33017850","https://scispace.com/pdf/collective-online-learning-of-gaussian-processes-in-massive-2w07dxmbfc.pdf","This paper presents a novel Collective Online Learning of Gaussian Processes (COOL-GP) framework for enabling a massive number of GP inference agents to simultaneously perform (a) efficient online updates of their GP models using their local streaming data with varying correlation structures and (b) decentralized fusion of their resulting online GP models with different learned hyperparameter settings and inducing inputs. To realize this, we exploit the notion of a common encoding structure to encapsulate the local streaming data gathered by any GP inference agent into summary statistics based on our proposed representation, which is amenable to both an efficient online update via an importance sampling trick as well as multi-agent model fusion via decentralized message passing that can exploit sparse connectivity among agents for improving efficiency and enhance the robustness of our framework against transmission loss. We provide a rigorous theoretical analysis of the approximation loss arising from our proposed representation to achieve efficient online updates and model fusion. Empirical evaluations show that COOL-GP is highly effective in model fusion, resilient to information disparity between agents, robust to transmission loss, and can scale to thousands of agents.","In this article, a collective online learning of Gaussian processes (COOL-GP) framework is proposed to enable a massive number of GP inference agents to simultaneously perform efficient online updates of their GP models using their local streaming data with varying correlation structures and decentralized fusion of their resulting online GP models with different learned hyperparameter settings."
